"","name","decimalLongitude","decimalLatitude"
"19942","Neotoma micropus",-97.431,25.862
"19943","Sigmodon hispidus",-97.189003,25.923
"19975","Oryzomys couesi",-97.675003,27.337
"19977","Oryzomys couesi",-97.665001,27.337
"19979","Sigmodon hispidus",-98.493,29.424
"19988","Oryzomys couesi",-97.675003,27.337
"19989","Oryzomys couesi",-97.665001,27.337
"19990","Oryzomys couesi",-97.665001,27.337
"19994","Oryzomys couesi",-97.675003,27.337
"19996","Sigmodon hispidus",-98.493,29.424
"19999","Oryzomys couesi",-97.665001,27.337
"20003","Sigmodon hispidus",-98.493,29.424
"20011","Baiomys taylori",-98.493,29.424
"20122","Sigmodon hispidus",-96.985001,28.937
"20124","Neotoma micropus",-97.716667,27.55
"20128","Sigmodon hispidus",-98.163,26.548
"20134","Baiomys taylori",-96.985001,28.937
"20135","Neotoma micropus",-97.716667,27.55
"20136","Neotoma micropus",-98.3820510437389,26.1649711660483
"20137","Sigmodon hispidus",-98.3820510437389,26.1649711660483
"20142","Sigmodon hispidus",-96.985001,28.937
"20160","Neotoma micropus",-97.716667,27.55
"20170","Sigmodon hispidus",-98.3820510437389,26.1649711660483
"20171","Neotoma micropus",-98.3820510437389,26.1649711660483
"20197","Neotoma micropus",-97.716667,27.55
"20206","Sigmodon hispidus",-98.3820510437389,26.1649711660483
"20230","Sigmodon hispidus",-96.985001,28.937
"20239","Neotoma micropus",-98.3820510437389,26.1649711660483
"20251","Sigmodon hispidus",-96.985001,28.937
"20278","Sigmodon hispidus",-96.985001,28.937
"20284","Neotoma floridana",-97.962997,29.204001
"20486","Sigmodon hispidus",-97.465,26.079
"20487","Sigmodon hispidus",-99.3995897843322,27.0422942582957
"20488","Peromyscus leucopus",-97.465,26.079
"20489","Onychomys",-97.465,26.079
"20492","Peromyscus leucopus",-97.465,26.079
"20496","Neotoma micropus",-97.465,26.079
"20501","Sigmodon hispidus",-99.3995897843322,27.0422942582957
"20502","Sigmodon hispidus",-97.465,26.079
"20507","Neotoma micropus",-99.3995897843322,27.0422942582957
"20508","Peromyscus leucopus",-97.465,26.079
"20509","Onychomys",-99.3995897843322,27.0422942582957
"20511","Neotoma micropus",-97.156,25.923
"20512","Sigmodon hispidus",-97.465,26.079
"20513","Peromyscus leucopus",-97.465,26.079
"20514","Peromyscus leucopus",-97.465,26.079
"20516","Peromyscus leucopus",-98.023003,26.415001
"20517","Peromyscus leucopus",-97.465,26.079
"20519","Sigmodon hispidus",-99.3995897843322,27.0422942582957
"20523","Sigmodon hispidus",-97.465,26.079
"20524","Peromyscus leucopus",-97.465,26.079
"20525","Peromyscus leucopus",-97.465,26.079
"20526","Sigmodon hispidus",-97.465,26.079
"20527","Peromyscus leucopus",-97.465,26.079
"20529","Peromyscus pectoralis",-99.8551646284514,29.9281906710882
"20531","Sigmodon hispidus",-99.3995897843322,27.0422942582957
"20538","Peromyscus leucopus",-97.749,28.416
"20539","Neotoma micropus",-97.465,26.079
"20540","Peromyscus leucopus",-97.465,26.079
"20541","Peromyscus leucopus",-99.3995897843322,27.0422942582957
"20542","Peromyscus leucopus",-97.465,26.079
"20557","Sigmodon hispidus",-96.328,29.589
"20568","Peromyscus leucopus",-96.611999,28.955999
"20575","Peromyscus leucopus",-96.533997,29.021999
"20576","Peromyscus leucopus",-96.560997,28.999001
"20591","Sigmodon hispidus",-96.414001,28.952999
"20599","Baiomys taylori",-96.414001,28.952999
"20604","Sigmodon hispidus",-96.328,29.589
"20609","Sigmodon hispidus",-96.560997,28.999001
"20628","Peromyscus leucopus",-99.634003,28.333
"20660","Sigmodon hispidus",-96.328,29.589
"20667","Sigmodon hispidus",-96.328,29.589
"20701","Neotoma floridana",-97.092003,28.084999
"20710","Neotoma micropus",-97.092003,28.084999
"20715","Neotoma micropus",-98.3401190436817,28.2772528683545
"20780","Onychomys leucogaster",-98.3401190436817,28.2772528683545
"20791","Peromyscus leucopus",-98.3401190436817,28.2772528683545
"20821","Sigmodon hispidus",-96.512001,28.996
"20837","Neotoma floridana",-96.533997,29.021999
"20846","Sigmodon hispidus",-96.512001,28.996
"20848","Peromyscus leucopus",-96.446999,29.040001
"20852","Sigmodon hispidus",-96.512001,28.996
"20853","Sigmodon hispidus",-96.512001,28.996
"20858","Sigmodon hispidus",-96.512001,28.996
"20860","Sigmodon hispidus",-96.512001,28.996
"20864","Sigmodon hispidus",-96.512001,28.996
"20900","Sigmodon hispidus",-96.328,29.589
"20909","Baiomys taylori",-97.447,29.513
"20911","Neotoma micropus",-97.4160953408743,28.1182616781375
"20912","Peromyscus leucopus",-97.491,26.211
"20913","Neotoma micropus",-97.4160953408743,28.1182616781375
"20914","Peromyscus leucopus",-97.491,26.211
"20915","Neotoma micropus",-97.4160953408743,28.1182616781375
"20916","Neotoma micropus",-98.317,26.139
"20917","Reithrodontomys fulvescens",-97.515,28.041
"20918","Peromyscus leucopus",-97.491,26.211
"20920","Baiomys taylori",-97.4160953408743,28.1182616781375
"20924","Peromyscus leucopus",-98.317,26.139
"20926","Peromyscus leucopus",-97.491,26.211
"20927","Onychomys leucogaster",-97.304,28.182
"20928","Peromyscus leucopus",-97.491,26.211
"20929","Reithrodontomys fulvescens",-97.304,28.182
"20936","Onychomys leucogaster",-97.304,28.182
"20937","Peromyscus leucopus",-97.491,26.211
"20938","Reithrodontomys fulvescens",-97.515,28.041
"20942","Sigmodon hispidus",-97.304,28.182
"20944","Peromyscus leucopus",-97.491,26.211
"20945","Baiomys taylori",-97.304,28.182
"20946","Onychomys leucogaster",-97.304,28.182
"20949","Onychomys leucogaster",-97.304,28.182
"20951","Neotoma micropus",-97.304,28.182
"20952","Peromyscus leucopus",-97.491,26.211
"20953","Neotoma micropus",-97.4160953408743,28.1182616781375
"20954","Onychomys leucogaster",-97.304,28.182
"20955","Peromyscus leucopus",-97.419,26.234
"20956","Peromyscus leucopus",-97.419,26.234
"20960","Neotoma micropus",-97.419,26.234
"20962","Onychomys leucogaster",-97.419,26.234
"20963","Neotoma micropus",-97.419,26.234
"20964","Neotoma micropus",-97.419,26.234
"20965","Neotoma micropus",-97.419,26.234
"20966","Peromyscus leucopus",-97.419,26.234
"20969","Peromyscus leucopus",-97.419,26.234
"20970","Peromyscus leucopus",-97.419,26.234
"21021","Peromyscus maniculatus",-98.489998,28.752001
"21086","Neotoma micropus",-97.4234554989147,28.1122518687302
"21088","Reithrodontomys fulvescens",-97.4234554989147,28.1122518687302
"21089","Baiomys taylori",-97.4234554989147,28.1122518687302
"21090","Reithrodontomys fulvescens",-97.4234554989147,28.1122518687302
"21091","Sigmodon hispidus",-96.328,29.589
"21093","Sigmodon hispidus",-96.328,29.589
"21095","Sigmodon hispidus",-96.328,29.589
"21096","Neotoma micropus",-97.4234554989147,28.1122518687302
"21101","Sigmodon hispidus",-96.328,29.589
"21105","Peromyscus leucopus",-96.512001,28.996
"21106","Peromyscus leucopus",-96.512001,28.996
"21113","Peromyscus leucopus",-96.512001,28.996
"21114","Peromyscus leucopus",-96.512001,28.996
"21117","Sigmodon hispidus",-96.552002,29.079001
"21397","Neotoma",-97.335734,25.901301
"21407","Neotoma",-97.303437,25.901261
"21408","Onychomys",-97.335734,25.901301
"21433","Baiomys taylori",-97.173,27.754
"21589","Sigmodon hispidus",-98.119,26.19
"21590","Reithrodontomys fulvescens",-98.119,26.19
"21592","Neotoma micropus",-98.119,26.19
"21593","Sigmodon hispidus",-98.119,26.19
"21594","Sigmodon hispidus",-98.119,26.19
"21601","Sigmodon hispidus",-98.119,26.19
"21779","Neotoma",-97.50889,28.03639
"21781","Neotoma",-97.50889,28.03639
"21789","Peromyscus leucopus",-98.1701068557976,26.4103224393732
"21797","Sigmodon hispidus",-97.5090977423697,28.1379206650588
"21798","Sigmodon hispidus",-97.5090977423697,28.1379206650588
"21799","Oryzomys palustris",-97.5090977423697,28.1379206650588
"21800","Reithrodontomys fulvescens",-97.5090977423697,28.1379206650588
"21919","Reithrodontomys fulvescens",-97.026001,27.688
"21930","Sigmodon hispidus",-97.026001,27.688
"22007","Sigmodon hispidus",-97.5090973110688,28.0362643076167
"22008","Neotoma micropus",-97.509,28.15218
"22009","Neotoma micropus",-97.509,28.15218
"22010","Reithrodontomys fulvescens",-98.1667,26.52704
"22014","Oryzomys palustris",-97.51987,26.55101
"22015","Oryzomys couesi",-97.14497,25.9183999992576
"22016","Peromyscus leucopus",-97.51987,26.55101
"22017","Oryzomys palustris",-97.14497,25.9183999992576
"22018","Neotoma micropus",-97.14497,25.9183999992576
"22019","Oryzomys palustris",-97.417044,28.113054
"22020","Sigmodon hispidus",-97.70614,27.29862
"22021","Oryzomys palustris",-97.10762,27.81674
"22022","Oryzomys palustris",-97.14497,25.9183999992576
"22023","Sigmodon hispidus",-97.70614,27.29862
"22024","Oryzomys palustris",-97.417044,28.113054
"22025","Onychomys leucogaster",-97.70614,27.29862
"22027","Oryzomys palustris",-97.417044,28.113054
"22028","Oryzomys couesi",-97.14497,25.9183999992576
"22029","Oryzomys palustris",-97.3815,28.1194
"22030","Oryzomys palustris",-97.14497,25.9183999992576
"22031","Oryzomys palustris",-97.417044,28.113054
"22032","Neotoma micropus",-97.14497,25.9183999992576
"22033","Oryzomys palustris",-97.417044,28.113054
"22034","Sigmodon hispidus",-97.70614,27.29862
"22035","Oryzomys palustris",-97.3815,28.1194
"22036","Peromyscus leucopus",-97.49403,26.55101
"22037","Onychomys leucogaster",-97.10762,27.81674
"22038","Oryzomys palustris",-97.3815,28.1194
"22039","Sigmodon hispidus",-97.70614,27.29862
"22040","Sigmodon hispidus",-97.70614,27.29862
"22041","Oryzomys palustris",-97.417044,28.113054
"22042","Peromyscus leucopus",-97.49403,26.55101
"22043","Oryzomys palustris",-97.14497,25.9183999992576
"22044","Oryzomys palustris",-97.417044,28.113054
"22045","Oryzomys palustris",-97.417044,28.113054
"22046","Oryzomys palustris",-97.417044,28.113054
"22047","Oryzomys palustris",-97.49403,26.55101
"22048","Oryzomys palustris",-97.14497,25.9183999992576
"22049","Oryzomys palustris",-97.3815,28.1194
"22050","Neotoma micropus",-97.14497,25.9183999992576
"22051","Neotoma micropus",-97.14497,25.9183999992576
"22052","Oryzomys palustris",-97.10762,27.81674
"22053","Oryzomys palustris",-97.51987,26.55101
"22054","Peromyscus leucopus",-97.51987,26.55101
"22055","Oryzomys palustris",-97.3815,28.1194
"22056","Oryzomys palustris",-97.49403,26.55101
"22057","Oryzomys palustris",-97.51987,26.55101
"22058","Oryzomys palustris",-97.14497,25.9183999992576
"22059","Oryzomys palustris",-97.3815,28.1194
"22060","Oryzomys palustris",-97.417044,28.113054
"22061","Oryzomys palustris",-97.417044,28.113054
"22062","Neotoma micropus",-97.14497,25.9183999992576
"22063","Oryzomys palustris",-97.417044,28.113054
"22064","Onychomys leucogaster",-97.14497,25.9183999992576
"22065","Oryzomys palustris",-97.417044,28.113054
"22066","Oryzomys palustris",-97.417044,28.113054
"22067","Peromyscus leucopus",-97.51987,26.55101
"22068","Oryzomys palustris",-97.49403,26.55101
"22069","Oryzomys palustris",-97.49403,26.55101
"22070","Oryzomys palustris",-97.14497,25.9183999992576
"22071","Oryzomys palustris",-97.3815,28.1194
"22072","Oryzomys palustris",-97.3815,28.1194
"22073","Oryzomys palustris",-97.49403,26.55101
"22074","Oryzomys palustris",-97.51987,26.55101
"22075","Oryzomys palustris",-97.14497,25.9183999992576
"22076","Onychomys leucogaster",-97.51987,26.55101
"22086","Peromyscus leucopus",-97.5090973110688,28.0362643076167
"22087","Baiomys taylori",-97.509,28.15218
"22088","Baiomys taylori",-97.509,28.15218
"22090","Baiomys taylori",-97.509,28.15218
"22091","Peromyscus leucopus",-97.5090973110688,28.0362643076167
"22092","Peromyscus leucopus",-97.5090973110688,28.0362643076167
"22093","Baiomys taylori",-97.509,28.15218
"22094","Neotoma micropus",-97.5090973110688,28.0362643076167
"22095","Baiomys taylori",-97.509,28.15218
"22096","Peromyscus leucopus",-97.5090973110688,28.0362643076167
"22097","Baiomys taylori",-97.509,28.15218
"22113","Oryzomys palustris",-97.111,27.683
"22131","Oryzomys palustris",-97.111,27.683
"22135","Neotoma micropus",-97.5090978040834,28.1524401460572
"22136","Neotoma micropus",-97.5090978040834,28.1524401460572
"22137","Oryzomys palustris",-96.328,29.589
"22156","Reithrodontomys fulvescens",-97.782,26.407
"22157","Baiomys taylori",-97.782,26.407
"22158","Baiomys taylori",-97.782,26.407
"22159","Baiomys taylori",-97.782,26.407
"22162","Sigmodon hispidus",-97.782,26.407
"22164","Reithrodontomys fulvescens",-97.782,26.407
"22183","Peromyscus leucopus",-99.47465,27.43349
"22184","Sigmodon hispidus",-97.02981,28.08908
"22185","Baiomys taylori",-97.02981,28.08908
"22187","Peromyscus maniculatus",-97.09528,28.07456
"22188","Reithrodontomys fulvescens",-97.02981,28.08908
"22189","Sigmodon hispidus",-97.02981,28.08908
"22207","Reithrodontomys fulvescens",-96.9,28.233
"22248","Peromyscus pectoralis",-97.7904140366951,30.2261283666253
"22249","Peromyscus pectoralis",-97.7904140366951,30.2261283666253
"22250","Peromyscus pectoralis",-97.7904140366951,30.2261283666253
"22252","Neotoma micropus",-100.48416,29.310499999194
"22253","Neotoma micropus",-100.48416,29.310499999194
"22254","Neotoma micropus",-100.48416,29.310499999194
"22257","Baiomys taylori",-96.305,29.567
"22259","Reithrodontomys fulvescens",-96.305,29.567
"22260","Baiomys taylori",-96.305,29.567
"22261","Reithrodontomys fulvescens",-96.305,29.567
"22262","Sigmodon hispidus",-96.305,29.567
"22263","Baiomys taylori",-96.305,29.567
"22264","Baiomys taylori",-96.305,29.567
"22265","Sigmodon hispidus",-96.305,29.567
"22266","Reithrodontomys fulvescens",-96.305,29.567
"22267","Baiomys taylori",-96.305,29.567
"22269","Reithrodontomys fulvescens",-96.305,29.567
"22273","Baiomys taylori",-96.305,29.567
"22274","Baiomys taylori",-96.305,29.567
"22275","Baiomys taylori",-96.305,29.567
"22277","Reithrodontomys fulvescens",-96.305,29.567
"22279","Reithrodontomys fulvescens",-96.362,29.589
"22280","Reithrodontomys fulvescens",-96.305,29.567
"22283","Baiomys taylori",-96.305,29.567
"22284","Sigmodon hispidus",-96.305,29.567
"22325","Peromyscus leucopus",-99.08941,28.90361
"22357","Reithrodontomys fulvescens",-98.18551,29.35665
"22358","Baiomys taylori",-98.41041,29.42389
"22359","Baiomys taylori",-98.41041,29.42389
"22360","Baiomys taylori",-98.41041,29.42389
"22361","Baiomys taylori",-98.41041,29.42389
"22362","Baiomys taylori",-98.18551,29.35665
"22363","Baiomys taylori",-98.210402,29.359666
"22364","Baiomys taylori",-98.210402,29.359666
"22365","Baiomys taylori",-98.210402,29.359666
"22366","Reithrodontomys fulvescens",-98.18551,29.35665
"22367","Reithrodontomys fulvescens",-98.18551,29.35665
"22368","Baiomys taylori",-98.41041,29.42389
"22369","Baiomys taylori",-98.18551,29.35665
"22370","Sigmodon hispidus",-98.41041,29.42389
"22371","Baiomys taylori",-98.41041,29.42389
"22372","Reithrodontomys fulvescens",-98.41041,29.42389
"22373","Baiomys taylori",-98.210402,29.359666
"22375","Sigmodon hispidus",-98.41041,29.42389
"22376","Baiomys taylori",-98.18551,29.35665
"22377","Peromyscus leucopus",-100.49917,28.69437
"22378","Peromyscus leucopus",-100.49917,28.69437
"22380","Peromyscus leucopus",-100.49917,28.69437
"22381","Peromyscus leucopus",-100.49917,28.69437
"22382","Peromyscus leucopus",-100.49917,28.69437
"22383","Peromyscus leucopus",-100.49917,28.69437
"22385","Baiomys taylori",-96.362,29.589
"22386","Baiomys taylori",-96.362,29.589
"22464","Sigmodon hispidus",-100.499167,28.708889
"22465","Sigmodon hispidus",-100.49917,28.69437
"22467","Sigmodon hispidus",-100.49917,28.69437
"22468","Sigmodon hispidus",-100.49917,28.69437
"22470","Sigmodon hispidus",-100.49917,28.69437
"22471","Sigmodon hispidus",-100.49917,28.69437
"22472","Neotoma micropus",-100.05558,28.69082
"22473","Sigmodon hispidus",-100.49917,28.69437
"22474","Sigmodon hispidus",-100.49917,28.69437
"22476","Sigmodon hispidus",-100.49917,28.69437
"22477","Sigmodon hispidus",-100.499167,28.708889
"22479","Sigmodon hispidus",-100.49917,28.69437
"22486","Reithrodontomys fulvescens",-98.41672,29.45167
"22487","Baiomys taylori",-98.21875,29.361137
"22488","Baiomys taylori",-98.41672,29.45167
"22489","Baiomys taylori",-98.21875,29.361137
"22490","Baiomys taylori",-98.21875,29.361137
"22491","Baiomys taylori",-98.45815,29.45469
"22492","Peromyscus maniculatus",-98.21875,29.361137
"22500","Neotoma micropus",-98.672,29.03
"22507","Neotoma micropus",-98.8765,29.45656
"22508","Neotoma micropus",-98.8765,29.45656
"22511","Peromyscus leucopus",-99.936314,27.984328
"22512","Neotoma micropus",-98.8765,29.45656
"22513","Neotoma micropus",-99.936314,27.984328
"22514","Neotoma micropus",-99.936314,27.984328
"22515","Neotoma micropus",-99.936314,27.984328
"22516","Neotoma micropus",-99.936314,27.984328
"22517","Peromyscus leucopus",-99.936314,27.984328
"22518","Peromyscus leucopus",-99.936314,27.984328
"22519","Neotoma micropus",-99.936314,27.984328
"22520","Neotoma micropus",-99.936314,27.984328
"22521","Neotoma micropus",-99.936314,27.984328
"22522","Neotoma micropus",-99.936314,27.984328
"22523","Peromyscus leucopus",-99.936314,27.984328
"22524","Neotoma micropus",-99.936314,27.984328
"22525","Neotoma micropus",-99.936314,27.984328
"22532","Sigmodon hispidus",-98.24,26.187
"22533","Sigmodon hispidus",-98.24,26.187
"22536","Sigmodon hispidus",-98.24,26.187
"22575","Baiomys taylori",-97.058,28.088
"22601","Sigmodon hispidus",-96.328,29.589
"22603","Peromyscus pectoralis",-97.790321,30.225871
"22604","Peromyscus pectoralis",-97.790321,30.225871
"22615","Sigmodon hispidus",-99.52351,27.52063
"22616","Sigmodon hispidus",-99.52351,27.52063
"22617","Sigmodon hispidus",-99.52351,27.52063
"22618","Sigmodon hispidus",-100.44976,28.69437
"22619","Sigmodon hispidus",-100.44976,28.69437
"22620","Sigmodon hispidus",-100.51564,28.76697
"22621","Sigmodon hispidus",-100.44976,28.69437
"22622","Sigmodon hispidus",-100.44976,28.69437
"22623","Sigmodon hispidus",-100.44976,28.69437
"22624","Sigmodon hispidus",-100.51564,28.76697
"22625","Sigmodon hispidus",-100.51564,28.76697
