"","name","decimalLongitude","decimalLatitude"
"29824","Peromyscus leucopus",-97.78194,28.514983
"29825","Peromyscus leucopus",-97.78194,28.514983
"29826","Reithrodontomys fulvescens",-97.78194,28.514983
"29827","Reithrodontomys fulvescens",-97.78194,28.514983
"29829","Peromyscus pectoralis",-99.715656,29.603225
"29830","Peromyscus pectoralis",-99.46611,29.40396
"29831","Peromyscus pectoralis",-99.593186,29.615
"29834","Baiomys taylori",-96.90917,29.767763
"29855","Peromyscus pectoralis",-99.714453,30.17444
"29856","Peromyscus pectoralis",-99.234398,29.965441
"29858","Neotoma albigula",-99.714453,30.17444
"29865","Baiomys taylori",-97.330544,26.48111
"29903","Peromyscus leucopus",-99.17728,28.89194
"29904","Sigmodon hispidus",-99.259645,26.917162
"29919","Baiomys taylori",-98.166492,28.33222
"29937","Peromyscus leucopus",-98.183791,27.75194
"29939","Sigmodon hispidus",-96.510553,28.61472
"29941","Baiomys taylori",-97.863536,26.48111
"29942","Onychomys leucogaster",-98.183791,27.75194
"29943","Peromyscus leucopus",-98.166492,28.33222
"29944","Sigmodon hispidus",-98.183791,27.75194
"29945","Peromyscus leucopus",-100.416755,28.70889
"29946","Peromyscus leucopus",-100.416755,28.70889
"29947","Peromyscus maniculatus",-98.183791,27.75194
"29948","Sigmodon hispidus",-97.74806,28.415017
"29950","Sigmodon hispidus",-97.055408,26.1
"29951","Reithrodontomys fulvescens",-97.74806,28.415017
"29959","Reithrodontomys fulvescens",-98.164371,29.06944
"29960","Sigmodon hispidus",-97.055408,26.1
"29965","Peromyscus leucopus",-99.46611,29.375047
"29970","Peromyscus leucopus",-98.892424,27.46556
"29987","Oryzomys palustris",-97.891998,28.052
"29995","Peromyscus",-97.895999,27.520432
"29998","Reithrodontomys fulvescens",-97.791651,27.065054
"30012","Reithrodontomys fulvescens",-99.714453,30.17444
"30016","Sigmodon hispidus",-97.269122,27.687833
"30017","Baiomys taylori",-98.14389,27.1833
"30018","Onychomys leucogaster",-97.06083,27.558932
"30019","Baiomys taylori",-96.33333,29.71955
"30022","Baiomys taylori",-97.330544,26.48111
"30041","Neotoma micropus",-98.610812,29.526114
"30043","Neotoma micropus",-99.86028,28.232536
"30044","Peromyscus leucopus",-98.969681,27.372659
"30045","Sigmodon hispidus",-98.89333,26.983977
"30047","Peromyscus leucopus",-99.259648,26.896718
"30048","Sigmodon hispidus",-99.564873,27.557222
"30059","Oryzomys palustris",-96.609362,28.61472
"30069","Oryzomys palustris",-96.214127,28.61472
"30070","Onychomys leucogaster",-99.254898,26.90694
"30077","Sigmodon hispidus",-99.259645,26.917162
"30078","Sigmodon hispidus",-99.27111,26.834656
"30084","Oryzomys palustris",-96.609362,28.61472
"30085","Sigmodon hispidus",-96.609362,28.61472
"30086","Sigmodon hispidus",-96.609362,28.61472
"30088","Baiomys taylori",-98.166492,28.33222
"30105","Peromyscus leucopus",-98.183791,27.75194
"30106","Sigmodon hispidus",-96.510553,28.61472
"30112","Baiomys taylori",-97.863536,26.48111
"30113","Baiomys taylori",-97.863536,26.48111
"30114","Onychomys leucogaster",-98.892424,27.46556
"30115","Sigmodon hispidus",-99.39952,28.34528
"30116","Peromyscus leucopus",-98.892424,27.46556
"30117","Peromyscus leucopus",-98.892424,27.46556
"30118","Peromyscus leucopus",-98.892424,27.46556
"30119","Sigmodon hispidus",-100.416755,28.70889
"30120","Sigmodon hispidus",-99.778012,28.52167
"30121","Sigmodon hispidus",-98.183791,27.75194
"30122","Peromyscus leucopus",-97.74806,28.415017
"30123","Peromyscus leucopus",-100.416755,28.70889
"30124","Sigmodon hispidus",-97.055408,26.1
"30125","Sigmodon hispidus",-97.055408,26.1
"30126","Sigmodon hispidus",-98.892424,27.46556
"30127","Sigmodon hispidus",-98.892424,27.46556
"30137","Reithrodontomys fulvescens",-98.164371,29.06944
"30138","Sigmodon hispidus",-97.78194,28.514983
"30145","Peromyscus pectoralis",-99.46611,29.375047
"30149","Reithrodontomys fulvescens",-96.885938,30.1825
"30153","Sigmodon hispidus",-96.609362,28.61472
"30155","Sigmodon hispidus",-99.490921,27.50611
"30158","Peromyscus leucopus",-97.99818,23.826378
"30159","Peromyscus leucopus",-97.99818,23.826378
"30160","Neotoma mexicana",-97.99818,23.826378
"30161","Peromyscus leucopus",-97.99818,23.826378
"30162","Neotoma micropus",-97.99818,23.826378
"30294","Peromyscus gratus",-97.99818,23.826378
"30295","Peromyscus leucopus",-97.99818,23.826378
"30296","Peromyscus leucopus",-97.99818,23.826378
"30297","Onychomys torridus",-97.99818,23.826378
"30298","Peromyscus leucopus",-97.99818,23.826378
"30356","Neotoma micropus",-97.543056,25.401944
"30357","Sigmodon hispidus",-97.543056,25.401944
"30358","Peromyscus leucopus",-97.543056,25.401944
"30538","Reithrodontomys megalotis",-97.776,23.787
"30539","Sigmodon hispidus",-97.776389,23.786944
"30540","Peromyscus leucopus",-97.776,23.787
"30541","Reithrodontomys megalotis",-97.7575,23.802778
"30542","Reithrodontomys megalotis",-97.776389,23.786944
"30543","Peromyscus leucopus",-97.776389,23.786944
"30544","Reithrodontomys megalotis",-97.776389,23.786944
"30545","Reithrodontomys megalotis",-97.758,23.803
"30546","Reithrodontomys megalotis",-97.776,23.787
"30547","Peromyscus leucopus",-97.776389,23.786944
"30548","Peromyscus leucopus",-97.776,23.787
"30549","Sigmodon hispidus",-97.776389,23.786944
"30550","Peromyscus leucopus",-97.776389,23.786944
"30551","Reithrodontomys megalotis",-97.7575,23.802778
"30552","Peromyscus leucopus",-97.776,23.787
"30553","Reithrodontomys megalotis",-97.758,23.803
"30554","Sigmodon hispidus",-97.776,23.787
"30555","Peromyscus leucopus",-97.776389,23.786944
"30556","Peromyscus leucopus",-97.776389,23.786944
"30557","Peromyscus leucopus",-97.776389,23.786944
"30558","Peromyscus leucopus",-97.776389,23.786944
"30559","Reithrodontomys megalotis",-97.776389,23.786944
"30560","Peromyscus leucopus",-97.776389,23.786944
"30561","Peromyscus leucopus",-97.776,23.787
"30562","Reithrodontomys megalotis",-97.776389,23.786944
"30575","Oryzomys couesi",-97.733333,24.616667
"30576","Oryzomys couesi",-97.733333,24.616667
"30578","Oligoryzomys fulvescens",-98.183333,23.9
"30579","Oryzomys couesi",-97.733333,24.616667
"30580","Onychomys leucogaster",-97.733333,24.616667
"30581","Reithrodontomys fulvescens",-97.733333,24.616667
"30583","Oryzomys couesi",-98.183333,23.9
"30584","Oryzomys couesi",-98.183333,23.9
"30585","Baiomys taylori",-98.183333,23.9
"30586","Oryzomys couesi",-98.183333,23.9
"30587","Baiomys taylori",-98.183,23.9
"30588","Oryzomys couesi",-98.183333,23.9
"30589","Oryzomys couesi",-97.733333,24.616667
"30592","Oligoryzomys fulvescens",-97.733333,24.616667
"30593","Reithrodontomys fulvescens",-98.183333,23.9
"30595","Reithrodontomys fulvescens",-97.733333,24.616667
"30597","Reithrodontomys fulvescens",-98.183333,23.9
"30598","Oligoryzomys fulvescens",-97.733333,24.616667
"30912","Oryzomys couesi",-98.205158,23.796944
"30913","Oryzomys couesi",-98.205158,23.814991
"30914","Oryzomys palustris",-97.221229,25.869311
"30918","Oryzomys palustris",-97.221229,25.869311
"30919","Oryzomys couesi",-98.205158,23.814991
"30920","Oryzomys couesi",-98.205158,23.796944
"30921","Oryzomys palustris",-97.221229,25.869311
"30922","Oryzomys palustris",-97.221229,25.869311
"30923","Peromyscus leucopus",-98.205158,23.796944
"30924","Oryzomys palustris",-97.221229,25.869311
"30927","Peromyscus leucopus",-98.205158,23.796944
"30928","Oryzomys palustris",-97.221229,25.869311
"30930","Oryzomys palustris",-97.221229,25.869311
"30932","Oryzomys palustris",-97.221229,25.869311
"30933","Oryzomys palustris",-97.221229,25.869311
"30934","Oryzomys palustris",-97.221229,25.869311
"30935","Oryzomys palustris",-97.221229,25.869311
"30936","Oryzomys palustris",-97.221229,25.869311
"30949","Peromyscus levipes",-99.148315,24.778694
"30951","Peromyscus levipes",-99.148315,24.778694
"30955","Peromyscus levipes",-99.148315,24.778694
"30956","Peromyscus levipes",-99.148315,24.778694
"30957","Peromyscus levipes",-99.148315,24.778694
"30958","Peromyscus pectoralis",-99.148315,24.778694
"30959","Peromyscus levipes",-99.148315,24.778694
"30962","Peromyscus levipes",-99.148315,24.778694
"30965","Peromyscus levipes",-99.148315,24.778694
"30966","Peromyscus pectoralis",-99.148315,24.778694
"30967","Peromyscus levipes",-99.148315,24.778694
"30990","Peromyscus boylii",-98.483,23.65
"30991","Peromyscus levipes",-98.483,23.65
"30992","Peromyscus levipes",-98.483055,23.649722
"30994","Peromyscus levipes",-98.483,23.65
"30996","Peromyscus levipes",-98.483055,23.649722
"30998","Peromyscus levipes",-98.483055,23.649722
"30999","Peromyscus boylii",-98.483056,23.649722
"31001","Peromyscus levipes",-98.483,23.65
"31002","Peromyscus levipes",-98.483055,23.649722
"31003","Peromyscus boylii",-98.483055,23.649722
"31005","Peromyscus levipes",-98.483,23.65
"31007","Peromyscus levipes",-98.483055,23.649722
"31009","Peromyscus levipes",-98.483055,23.649722
"31010","Peromyscus levipes",-98.483,23.65
"31011","Peromyscus levipes",-98.483,23.65
"31012","Peromyscus levipes",-98.483055,23.649722
"31015","Peromyscus boylii",-98.483056,23.649722
"31016","Peromyscus levipes",-98.483055,23.649722
"31017","Peromyscus levipes",-98.483,23.65
"31018","Peromyscus levipes",-98.483,23.65
"31064","Peromyscus levipes",-98.724722,24.609722
"31071","Peromyscus pectoralis",-98.7325,24.612222
"31074","Peromyscus pectoralis",-98.7325,24.612222
"31078","Peromyscus pectoralis",-98.751111,24.548889
"31083","Peromyscus pectoralis",-98.751,24.549
"31088","Peromyscus pectoralis",-98.751111,24.548889
"31089","Peromyscus levipes",-98.724722,24.609722
"31108","Peromyscus pectoralis",-98.99936,24.66735
"31114","Peromyscus levipes",-98.99936,24.66735
"31144","Peromyscus boylii",-98.727222,24.611389
"31146","Peromyscus boylii",-98.765,24.575278
"31162","Peromyscus pectoralis",-98.7325,24.612222
"31163","Peromyscus pectoralis",-98.7325,24.612222
"31167","Peromyscus leucopus",-98.979,24.596
"31176","Peromyscus pectoralis",-98.722,24.609
"31180","Peromyscus levipes",-98.722,24.514
"31183","Peromyscus levipes",-98.721944,24.514167
"31194","Peromyscus levipes",-98.721944,24.514167
"31195","Peromyscus pectoralis",-98.721944,24.609167
"31197","Peromyscus leucopus",-98.979444,24.596389
"31198","Peromyscus pectoralis",-98.721944,24.609167
"31204","Peromyscus leucopus",-98.979444,24.596389
"31348","Peromyscus leucopus",-97.305,25.834722
"31349","Sigmodon hispidus",-97.282,25.834
"31350","Onychomys",-97.3475,25.879722
"31351","Peromyscus",-97.3475,25.879722
"31352","Peromyscus leucopus",-97.305,25.835
"31353","Peromyscus",-97.3475,25.879722
"31354","Sigmodon hispidus",-97.3475,25.879722
"31355","Peromyscus leucopus",-97.348,25.88
"31356","Sigmodon hispidus",-97.305,25.835
"31357","Sigmodon hispidus",-97.3475,25.879722
"31358","Onychomys leucogaster",-97.3475,25.879722
"31359","Sigmodon hispidus",-97.3475,25.879722
"31360","Peromyscus leucopus",-97.305,25.834722
"31361","Peromyscus",-97.281944,25.834167
"31362","Reithrodontomys",-97.3475,25.879722
"31363","Peromyscus leucopus",-97.305,25.835
"31364","Onychomys leucogaster",-97.305,25.834722
"31365","Sigmodon hispidus",-97.305,25.834722
"31366","Peromyscus leucopus",-97.305,25.834722
"31367","Peromyscus leucopus",-97.281944,25.834167
"31368","Onychomys leucogaster",-97.305,25.835
"31369","Onychomys leucogaster",-97.305,25.835
"31370","Sigmodon hispidus",-97.348,25.88
"31371","Peromyscus leucopus",-97.305,25.835
"31372","Sigmodon hispidus",-97.305,25.835
"31373","Peromyscus leucopus",-97.282,25.834
"31374","Peromyscus leucopus",-97.305,25.835
"31375","Peromyscus leucopus",-97.282,25.834
"31376","Peromyscus leucopus",-97.305,25.835
"31377","Onychomys leucogaster",-97.305,25.834722
"31378","Peromyscus leucopus",-97.282,25.834
"31379","Peromyscus",-97.281944,25.834167
"31380","Peromyscus leucopus",-97.281944,25.834167
"31381","Peromyscus leucopus",-97.281944,25.834167
"31382","Reithrodontomys fulvescens",-97.348,25.88
"31383","Sigmodon hispidus",-97.348,25.88
"31384","Peromyscus leucopus",-97.305,25.834722
"31385","Sigmodon hispidus",-97.305,25.834722
"31386","Peromyscus leucopus",-97.281944,25.834167
"31387","Peromyscus",-97.281944,25.834167
"31388","Onychomys leucogaster",-97.282,25.834
"31389","Sigmodon hispidus",-97.282,25.834
"31390","Sigmodon hispidus",-97.348,25.88
"31391","Peromyscus leucopus",-97.305,25.835
"31392","Peromyscus leucopus",-97.281944,25.834167
"31393","Peromyscus leucopus",-97.305,25.834722
"31394","Peromyscus",-97.281944,25.834167
"31395","Reithrodontomys",-97.3475,25.879722
"31396","Peromyscus leucopus",-97.305,25.834722
"31397","Peromyscus leucopus",-97.305,25.834722
"31398","Onychomys leucogaster",-97.348,25.88
"31399","Sigmodon hispidus",-97.305,25.834722
"31400","Sigmodon hispidus",-97.305,25.834722
"31401","Peromyscus leucopus",-97.3475,25.879722
"31402","Sigmodon hispidus",-97.281944,25.834167
"31403","Peromyscus",-97.281944,25.834167
"31404","Sigmodon hispidus",-97.281944,25.834167
"31405","Sigmodon hispidus",-97.305,25.835
"31406","Peromyscus leucopus",-97.305,25.835
"31407","Sigmodon hispidus",-97.305,25.835
"31408","Peromyscus",-97.282,25.834
"31409","Reithrodontomys",-97.348,25.88
"31410","Sigmodon hispidus",-97.305,25.834722
"31411","Peromyscus leucopus",-97.305,25.835
"31412","Reithrodontomys fulvescens",-97.305,25.835
"31413","Onychomys",-97.281944,25.834167
"31414","Reithrodontomys fulvescens",-97.305,25.834722
"31415","Peromyscus leucopus",-97.281944,25.834167
"31416","Peromyscus leucopus",-97.305,25.835
"31417","Sigmodon hispidus",-97.3475,25.879722
"31418","Peromyscus leucopus",-97.305,25.834722
"31419","Peromyscus leucopus",-97.305,25.834722
"31420","Peromyscus leucopus",-97.305,25.835
"31421","Sigmodon hispidus",-97.305,25.835
"31422","Peromyscus",-97.281944,25.834167
"31423","Sigmodon hispidus",-97.281944,25.834167
"31424","Sigmodon hispidus",-97.281944,25.834167
"31425","Peromyscus leucopus",-97.348,25.88
"31426","Sigmodon hispidus",-97.3475,25.879722
"31427","Peromyscus leucopus",-97.305,25.834722
"31428","Peromyscus leucopus",-97.282,25.834
"31429","Reithrodontomys fulvescens",-97.3475,25.879722
"31430","Sigmodon hispidus",-97.3475,25.879722
"31431","Reithrodontomys",-97.3475,25.879722
"31432","Peromyscus",-97.281944,25.834167
"31433","Peromyscus leucopus",-97.282,25.834
"31434","Onychomys leucogaster",-97.281944,25.834167
"31435","Peromyscus",-97.281944,25.834167
"31436","Peromyscus leucopus",-97.3475,25.879722
"31437","Peromyscus leucopus",-97.282,25.834
"31501","Peromyscus leucopus",-99.146324,23.911757
"31503","Peromyscus leucopus",-99.146324,23.911757
"31504","Peromyscus leucopus",-99.146324,23.911757
"31507","Neotoma micropus",-99.146324,23.911757
"31508","Peromyscus pectoralis",-99.167709,23.715649
"31518","Peromyscus pectoralis",-99.754,23.576
"31519","Peromyscus melanophrys",-99.753889,23.576389
"31520","Peromyscus melanophrys",-99.753889,23.576389
"31521","Peromyscus melanophrys",-99.754,23.576
"31522","Peromyscus pectoralis",-99.754,23.576
"31523","Peromyscus melanophrys",-99.753889,23.576389
"31524","Peromyscus melanophrys",-99.753889,23.576389
"31525","Peromyscus melanophrys",-99.754,23.576
"31526","Peromyscus melanophrys",-99.754,23.576
"31527","Peromyscus melanophrys",-99.753889,23.576389
"31528","Peromyscus pectoralis",-99.753889,23.576389
"31529","Peromyscus melanophrys",-99.753889,23.576389
"31530","Peromyscus melanophrys",-99.754,23.576
"31531","Peromyscus melanophrys",-99.754,23.576
"31532","Peromyscus pectoralis",-99.753889,23.576389
"31533","Peromyscus melanophrys",-99.754,23.576
"31534","Neotoma leucodon",-99.754,23.576
"31535","Neotoma leucodon",-99.753889,23.576389
"31536","Peromyscus melanophrys",-99.753889,23.576389
"31537","Peromyscus melanophrys",-99.753889,23.576389
"31538","Peromyscus melanophrys",-99.753889,23.576389
"31539","Peromyscus melanophrys",-99.754,23.576
"31540","Peromyscus melanophrys",-99.754,23.576
"31541","Peromyscus melanophrys",-99.754,23.576
"31542","Peromyscus difficilis",-99.799,23.77
"31543","Peromyscus pectoralis",-99.724,23.576
"31544","Peromyscus difficilis",-99.745833,23.741667
"31545","Peromyscus difficilis",-99.745833,23.741667
"31546","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31547","Peromyscus difficilis",-99.798889,23.77
"31548","Peromyscus difficilis",-99.818056,23.76
"31549","Sigmodon leucotis",-99.818,23.751
"31550","Peromyscus difficilis",-99.808,23.741
"31551","Peromyscus difficilis",-99.808,23.741
"31552","Peromyscus difficilis",-99.799,23.77
"31553","Peromyscus difficilis",-99.746,23.742
"31554","Peromyscus difficilis",-99.808333,23.741389
"31555","Peromyscus difficilis",-99.808333,23.741389
"31556","Reithrodontomys megalotis",-99.818056,23.750833
"31557","Peromyscus difficilis",-99.808333,23.741389
"31558","Peromyscus difficilis",-99.745833,23.741667
"31559","Peromyscus difficilis",-99.745833,23.741667
"31560","Peromyscus difficilis",-99.798889,23.77
"31561","Peromyscus difficilis",-99.746,23.742
"31562","Peromyscus difficilis",-99.818,23.76
"31563","Peromyscus difficilis",-99.808,23.741
"31564","Peromyscus difficilis",-99.798889,23.77
"31565","Peromyscus difficilis",-99.798889,23.77
"31566","Peromyscus difficilis",-99.798889,23.77
"31567","Neotoma leucodon",-99.754,23.576
"31568","Peromyscus difficilis",-99.799,23.77
"31569","Peromyscus difficilis",-99.808333,23.741389
"31570","Peromyscus difficilis",-99.808333,23.741389
"31571","Peromyscus difficilis",-99.808333,23.741389
"31572","Peromyscus maniculatus",-99.818056,23.750833
"31573","Peromyscus difficilis",-99.808,23.741
"31574","Peromyscus difficilis",-99.745833,23.741667
"31575","Peromyscus difficilis",-99.754,23.585
"31576","Peromyscus difficilis",-99.781,23.576
"31577","Peromyscus difficilis",-99.799,23.77
"31578","Reithrodontomys megalotis",-99.781,23.576
"31579","Reithrodontomys megalotis",-99.818,23.751
"31580","Peromyscus difficilis",-99.808333,23.741389
"31581","Peromyscus difficilis",-99.798889,23.77
"31582","Peromyscus difficilis",-99.746,23.742
"31583","Peromyscus difficilis",-99.745833,23.741667
"31584","Peromyscus difficilis",-99.746,23.742
"31585","Peromyscus difficilis",-99.799,23.77
"31586","Peromyscus difficilis",-99.808,23.741
"31587","Peromyscus difficilis",-99.818056,23.76
"31588","Peromyscus difficilis",-99.746,23.742
"31589","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31590","Peromyscus difficilis",-99.808,23.741
"31591","Peromyscus difficilis",-99.808333,23.741389
"31592","Peromyscus difficilis",-99.808333,23.741389
"31593","Reithrodontomys megalotis",-99.818056,23.750833
"31594","Reithrodontomys megalotis",-99.818056,23.750833
"31595","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31596","Peromyscus difficilis",-99.818,23.76
"31597","Peromyscus difficilis",-99.799,23.77
"31598","Peromyscus difficilis",-99.808,23.741
"31600","Peromyscus difficilis",-99.808333,23.741389
"31601","Peromyscus difficilis",-99.808333,23.741389
"31602","Peromyscus difficilis",-99.818056,23.76
"31603","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31604","Peromyscus difficilis",-99.799,23.77
"31605","Peromyscus difficilis",-99.808,23.741
"31606","Peromyscus difficilis",-99.808,23.741
"31608","Peromyscus difficilis",-99.745833,23.741667
"31609","Peromyscus difficilis",-99.808,23.741
"31610","Peromyscus difficilis",-99.808,23.741
"31611","Peromyscus difficilis",-99.7965246039722,23.7707008595409
"31612","Microtus mexicanus",-99.818,23.751
"31613","Peromyscus difficilis",-99.781,23.576
"31614","Peromyscus difficilis",-99.799,23.77
"31615","Peromyscus difficilis",-99.799,23.77
"31616","Peromyscus difficilis",-99.808,23.741
"31617","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31618","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31619","Peromyscus difficilis",-99.746,23.742
"31620","Reithrodontomys megalotis",-99.818,23.751
"31621","Peromyscus difficilis",-99.808333,23.741389
"31622","Peromyscus difficilis",-99.808333,23.741389
"31623","Peromyscus difficilis",-99.798889,23.77
"31624","Peromyscus difficilis",-99.818056,23.76
"31625","Neotoma leucodon",-99.753889,23.576389
"31626","Peromyscus pectoralis",-99.723889,23.576389
"31628","Peromyscus difficilis",-99.745833,23.741667
"31629","Peromyscus difficilis",-99.808333,23.741389
"31630","Peromyscus difficilis",-99.799,23.77
"31631","Peromyscus difficilis",-99.808,23.741
"31632","Peromyscus difficilis",-99.798889,23.77
"31633","Peromyscus difficilis",-99.818056,23.76
"31634","Peromyscus pectoralis",-99.723889,23.576389
"31635","Peromyscus difficilis",-99.780833,23.576389
"31636","Peromyscus difficilis",-99.7965246039722,23.7707008595409
"31637","Peromyscus difficilis",-99.745833,23.741667
"31638","Peromyscus difficilis",-99.753889,23.585278
"31639","Peromyscus difficilis",-99.808333,23.741389
"31640","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31641","Peromyscus difficilis",-99.808,23.741
"31642","Peromyscus pectoralis",-99.724,23.576
"31643","Peromyscus difficilis",-99.745833,23.741667
"31644","Reithrodontomys megalotis",-99.811,23.757
"31645","Peromyscus difficilis",-99.811,23.757
"31646","Peromyscus difficilis",-99.799,23.77
"31647","Peromyscus maniculatus",-99.818056,23.750833
"31648","Peromyscus pectoralis",-99.723889,23.576389
"31649","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31650","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31651","Peromyscus maniculatus",-99.818,23.751
"31652","Peromyscus difficilis",-99.808333,23.741389
"31653","Microtus mexicanus",-99.818056,23.750833
"31654","Peromyscus difficilis",-99.780833,23.576389
"31655","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31656","Peromyscus difficilis",-99.808333,23.741389
"31657","Peromyscus difficilis",-99.808333,23.741389
"31658","Reithrodontomys megalotis",-99.780833,23.576389
"31659","Peromyscus difficilis",-99.808,23.741
"31660","Peromyscus pectoralis",-99.724,23.576
"31661","Peromyscus difficilis",-99.798889,23.77
"31662","Peromyscus difficilis",-99.798889,23.77
"31663","Sigmodon leucotis",-99.818056,23.750833
"31664","Peromyscus difficilis",-99.746,23.742
"31665","Peromyscus difficilis",-99.808,23.741
"31666","Peromyscus difficilis",-99.798889,23.77
"31667","Peromyscus difficilis",-99.780833,23.576389
"31668","Reithrodontomys megalotis",-99.811389,23.757222
"31669","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31670","Peromyscus difficilis",-99.746,23.742
"31671","Peromyscus difficilis",-99.746,23.742
"31672","Peromyscus difficilis",-99.745833,23.741667
"31673","Peromyscus difficilis",-99.745833,23.741667
"31674","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31675","Peromyscus difficilis",-99.746,23.742
"31676","Peromyscus difficilis",-99.818,23.76
"31677","Peromyscus difficilis",-99.799,23.77
"31678","Peromyscus difficilis",-99.808,23.741
"31679","Peromyscus difficilis",-99.798889,23.77
"31680","Peromyscus difficilis",-99.798889,23.77
"31681","Peromyscus difficilis",-99.811389,23.757222
"31682","Peromyscus difficilis",-99.799,23.77
"31683","Peromyscus difficilis",-99.808,23.741
"31684","Peromyscus difficilis",-99.746,23.742
"31685","Peromyscus difficilis",-99.746,23.742
"31686","Reithrodontomys megalotis",-99.818,23.751
"31687","Peromyscus difficilis",-99.798889,23.77
"31688","Peromyscus maniculatus",-99.818056,23.750833
"31689","Peromyscus pectoralis",-99.723889,23.576389
"31690","Peromyscus difficilis",-99.818,23.76
"31691","Peromyscus maniculatus",-99.818,23.751
"31692","Peromyscus pectoralis",-99.724,23.576
"31694","Peromyscus difficilis",-99.808333,23.741389
"31695","Peromyscus pectoralis",-99.723889,23.576389
"31696","Peromyscus difficilis",-99.818,23.76
"31697","Peromyscus difficilis",-99.808,23.741
"31698","Peromyscus difficilis",-99.808,23.741
"31699","Peromyscus pectoralis",-99.724,23.576
"31700","Peromyscus difficilis",-99.745833,23.741667
"31701","Peromyscus difficilis",-99.808333,23.741389
"31702","Peromyscus difficilis",-99.799,23.77
"31703","Peromyscus maniculatus",-99.818,23.751
"31704","Peromyscus difficilis",-99.808333,23.741389
"31705","Peromyscus difficilis",-99.798889,23.77
"31706","Peromyscus difficilis",-99.799,23.77
"31707","Peromyscus difficilis",-99.808,23.741
"31708","Peromyscus difficilis",-99.746,23.742
"31709","Peromyscus difficilis",-99.7459672722622,23.7420912315873
"31710","Peromyscus difficilis",-99.781,23.576
"31846","Peromyscus leucopus",-99.133333,23.877709
"31857","Peromyscus leucopus",-99.133333,23.877709
"31862","Peromyscus leucopus",-99.133333,23.877709
"31867","Peromyscus leucopus",-99.133333,23.877709
"31868","Peromyscus leucopus",-99.133333,23.877709
"32080","Baiomys taylori",-99.146,23.59
"32081","Baiomys taylori",-99.146111,23.589722
"32082","Baiomys taylori",-99.146111,23.589722
"32084","Sigmodon hispidus",-98.408,24.373
"32085","Peromyscus leucopus",-98.4075,24.363889
"32086","Sigmodon hispidus",-98.4075,24.373056
"32087","Peromyscus leucopus",-98.4075,24.363889
"32088","Onychomys leucogaster",-98.408,24.364
"32089","Peromyscus difficilis",-98.4075,24.363889
"32091","Peromyscus difficilis",-98.4075,24.363889
"32092","Onychomys leucogaster",-98.4075,24.363889
"32093","Peromyscus leucopus",-98.408,24.364
"32095","Sigmodon hispidus",-98.408,24.373
"32097","Reithrodontomys fulvescens",-98.4075,24.363889
"32098","Peromyscus leucopus",-98.4075,24.363889
"32099","Peromyscus difficilis",-98.4075,24.363889
"32100","Onychomys leucogaster",-98.408,24.364
"32101","Peromyscus leucopus",-98.408,24.364
"32102","Peromyscus difficilis",-98.4075,24.363889
"32103","Peromyscus leucopus",-98.408,24.364
"32105","Sigmodon hispidus",-98.408,24.373
"32106","Sigmodon hispidus",-98.4075,24.373056
"32107","Sigmodon hispidus",-98.408,24.373
"32108","Sigmodon hispidus",-98.4075,24.373056
"32110","Reithrodontomys fulvescens",-98.408,24.364
"32112","Onychomys",-98.4075,24.363889
"32113","Sigmodon hispidus",-98.4075,24.373056
"32114","Peromyscus leucopus",-98.4075,24.363889
"32115","Sigmodon hispidus",-98.4075,24.373056
"32116","Sigmodon hispidus",-98.4075,24.373056
"32117","Sigmodon hispidus",-98.408,24.373
"32118","Onychomys",-98.4075,24.363889
"32120","Peromyscus leucopus",-98.4075,24.363889
"32121","Sigmodon hispidus",-98.408,24.373
"32122","Peromyscus leucopus",-98.408,24.364
"32123","Reithrodontomys fulvescens",-98.408,24.364
"32124","Peromyscus leucopus",-98.4075,24.363889
"32125","Sigmodon hispidus",-98.4075,24.373056
"32126","Onychomys",-98.4075,24.363889
"32128","Sigmodon hispidus",-98.4075,24.373056
"32132","Onychomys leucogaster",-98.408,24.364
"32133","Sigmodon hispidus",-98.408,24.373
"32134","Sigmodon hispidus",-98.4075,24.373056
"32135","Sigmodon hispidus",-98.4075,24.373056
"32136","Onychomys leucogaster",-98.4075,24.363889
"32137","Onychomys leucogaster",-98.4075,24.363889
"32138","Reithrodontomys",-98.4075,24.363889
"32139","Sigmodon hispidus",-98.4075,24.373056
"32140","Onychomys leucogaster",-98.4075,24.363889
"32141","Reithrodontomys fulvescens",-98.4075,24.363889
"32142","Peromyscus difficilis",-98.4075,24.363889
"32143","Sigmodon hispidus",-98.4075,24.373056
"32144","Sigmodon hispidus",-98.4075,24.373056
"32145","Sigmodon hispidus",-98.4075,24.373056
"32146","Sigmodon hispidus",-98.4075,24.373056
